humid,temp,press,gas,tvoc,altitude,eCO2,H2,quality
59.12,28.93,1009.63,49.951,30.17,30.17,30.17,30.17,poor
59.14,28.94,1009.62,49.573,30.28,30.28,30.28,30.28,poor
59.07,28.96,1009.61,49.718,30.32,30.32,30.32,30.32,poor
58.71,28.97,1009.6,49.921,30.39,30.39,30.39,30.39,poor
58.68,28.98,1009.6,49.892,30.4,30.4,30.4,30.4,poor
58.58,28.99,1009.61,49.892,30.39,30.39,30.39,30.39,poor
58.61,29,1009.6,50.009,30.41,30.41,30.41,30.41,poor
58.65,29,1009.59,49.776,30.5,30.5,30.5,30.5,poor
58.59,29,1009.59,49.863,30.5,30.5,30.5,30.5,poor
58.63,28.99,1009.59,50.039,30.51,30.51,30.51,30.51,poor
58.6,28.98,1009.59,50.127,30.52,30.52,30.52,30.52,poor
58.59,28.97,1009.59,50.097,30.53,30.53,30.53,30.53,poor
58.55,28.95,1009.58,50.215,30.63,30.63,30.63,30.63,poor
58.67,28.93,1009.57,50.156,30.69,30.69,30.69,30.69,poor
58.73,28.92,1009.58,50.363,30.63,30.63,30.63,30.63,poor
58.61,28.9,1009.58,50.156,30.63,30.63,30.63,30.63,poor
58.62,28.88,1009.58,50.363,30.61,30.61,30.61,30.61,poor
58.55,28.86,1009.57,50.304,30.65,30.65,30.65,30.65,poor
58.67,28.83,1009.56,50.602,30.74,30.74,30.74,30.74,poor
58.76,28.82,1009.56,50.363,30.78,30.78,30.78,30.78,poor
58.77,28.8,1009.54,50.483,30.91,30.91,30.91,30.91,poor
58.8,28.78,1009.55,50.813,30.86,30.86,30.86,30.86,poor
58.68,28.76,1009.55,50.874,30.89,30.89,30.89,30.89,poor
58.69,28.74,1009.55,50.602,30.89,30.89,30.89,30.89,poor
58.84,28.73,1009.55,50.965,30.86,30.86,30.86,30.86,poor
59.13,28.71,1009.55,50.813,30.88,30.88,30.88,30.88,poor
59.25,28.69,1009.54,50.783,30.9,30.9,30.9,30.9,poor
59.24,28.68,1009.55,50.572,30.82,30.82,30.82,30.82,poor
59.25,28.67,1009.55,50.602,30.81,30.81,30.81,30.81,poor
59.24,28.65,1009.56,50.723,30.8,30.8,30.8,30.8,poor
59.18,28.64,1009.56,51.026,30.77,30.77,30.77,30.77,poor
59.08,28.62,1009.56,50.844,30.77,30.77,30.77,30.77,poor
59.05,28.61,1009.56,51.179,30.8,30.8,30.8,30.8,poor
59.15,28.6,1009.56,50.965,30.8,30.8,30.8,30.8,poor
59.17,28.59,1009.56,51.333,30.79,30.79,30.79,30.79,poor
59.31,28.59,1009.56,50.965,30.81,30.81,30.81,30.81,poor
59.41,28.59,1009.55,51.148,30.86,30.86,30.86,30.86,poor
59.51,28.59,1009.54,51.087,30.89,30.89,30.89,30.89,poor
59.5,28.59,1009.54,50.904,30.91,30.91,30.91,30.91,poor
59.46,28.59,1009.54,51.026,30.96,30.96,30.96,30.96,poor
59.42,28.6,1009.54,50.723,30.92,30.92,30.92,30.92,poor
59.34,28.6,1009.53,50.844,30.99,30.99,30.99,30.99,poor
59.28,28.6,1009.52,51.087,31.09,31.09,31.09,31.09,poor
59.22,28.59,1009.52,51.364,31.06,31.06,31.06,31.06,poor
59.32,28.59,1009.52,50.844,31.14,31.14,31.14,31.14,poor
59.46,28.6,1009.51,51.24,31.18,31.18,31.18,31.18,poor
59.36,28.6,1009.51,51.21,31.17,31.17,31.17,31.17,poor
59.34,28.6,1009.51,51.026,31.16,31.16,31.16,31.16,poor
59.3,28.6,1009.52,50.904,31.11,31.11,31.11,31.11,poor
59.15,28.6,1009.51,50.965,31.15,31.15,31.15,31.15,poor
59.23,28.6,1009.51,51.118,31.19,31.19,31.19,31.19,poor
59.16,28.6,1009.49,50.965,31.32,31.32,31.32,31.32,poor
59.19,28.6,1009.49,51.026,31.32,31.32,31.32,31.32,poor
59.24,28.6,1009.49,50.904,31.35,31.35,31.35,31.35,poor
59.28,28.6,1009.49,51.179,31.38,31.38,31.38,31.38,poor
59.3,28.6,1009.48,50.935,31.42,31.42,31.42,31.42,poor
59.17,28.6,1009.48,50.874,31.46,31.46,31.46,31.46,poor
59.33,28.6,1009.48,50.904,31.46,31.46,31.46,31.46,poor
59.13,28.6,1009.49,51.333,31.37,31.37,31.37,31.37,poor
59.11,28.6,1009.49,50.874,31.37,31.37,31.37,31.37,poor
59.09,28.6,1009.49,51.179,31.35,31.35,31.35,31.35,poor
59.16,28.6,1009.48,51.179,31.41,31.41,31.41,31.41,poor
59.35,28.6,1009.48,50.904,31.41,31.41,31.41,31.41,poor
59.16,28.6,1009.48,51.148,31.44,31.44,31.44,31.44,poor
59.28,28.6,1009.47,51.057,31.54,31.54,31.54,31.54,poor
59.29,28.59,1009.46,51.057,31.61,31.61,31.61,31.61,poor
59.31,28.59,1009.46,50.783,31.63,31.63,31.63,31.63,poor
59.28,28.59,1009.45,51.148,31.68,31.68,31.68,31.68,poor
59.16,28.59,1009.44,51.057,31.73,31.73,31.73,31.73,poor
59.31,28.59,1009.44,50.904,31.78,31.78,31.78,31.78,poor
59.33,28.59,1009.44,50.965,31.78,31.78,31.78,31.78,poor
59.42,28.59,1009.43,51.333,31.83,31.83,31.83,31.83,poor
59.45,28.58,1009.43,50.813,31.84,31.84,31.84,31.84,poor
59.44,28.58,1009.43,50.904,31.83,31.83,31.83,31.83,poor
59.46,28.58,1009.43,50.904,31.84,31.84,31.84,31.84,poor
59.44,28.57,1009.44,50.996,31.81,31.81,31.81,31.81,poor
59.38,28.57,1009.43,51.24,31.83,31.83,31.83,31.83,poor
59.31,28.57,1009.44,51.333,31.77,31.77,31.77,31.77,poor
59.23,28.56,1009.45,51.395,31.72,31.72,31.72,31.72,poor
59.26,28.56,1009.45,51.057,31.72,31.72,31.72,31.72,poor
59.17,28.56,1009.45,51.271,31.71,31.71,31.71,31.71,poor
59.28,28.56,1009.44,51.55,31.76,31.76,31.76,31.76,poor
59.32,28.55,1009.45,51.118,31.65,31.65,31.65,31.65,poor
59.35,28.55,1009.46,51.21,31.64,31.64,31.64,31.64,poor
59.47,28.55,1009.45,51.118,31.66,31.66,31.66,31.66,poor
59.35,28.55,1009.46,51.179,31.64,31.64,31.64,31.64,poor
59.31,28.55,1009.45,51.333,31.65,31.65,31.65,31.65,poor
59.24,28.55,1009.47,51.21,31.54,31.54,31.54,31.54,poor
59.3,28.55,1009.47,51.21,31.56,31.56,31.56,31.56,poor
59.28,28.55,1009.46,51.333,31.62,31.62,31.62,31.62,poor
59.18,28.55,1009.45,51.24,31.71,31.71,31.71,31.71,poor
59.27,28.55,1009.45,51.519,31.72,31.72,31.72,31.72,poor
59.05,28.55,1009.44,51.612,31.77,31.77,31.77,31.77,poor
59.07,28.55,1009.44,51.426,31.75,31.75,31.75,31.75,poor
59.1,28.54,1009.45,51.519,31.71,31.71,31.71,31.71,poor
59.16,28.54,1009.45,51.395,31.65,31.65,31.65,31.65,poor
59.2,28.53,1009.45,51.706,31.64,31.64,31.64,31.64,poor
59.28,28.52,1009.45,51.271,31.66,31.66,31.66,31.66,poor
59.36,28.51,1009.45,51.395,31.66,31.66,31.66,31.66,poor
59.34,28.5,1009.45,51.364,31.72,31.72,31.72,31.72,poor
59.38,28.49,1009.44,51.55,31.73,31.73,31.73,31.73,good
59.31,28.49,1009.45,51.426,31.69,31.69,31.69,31.69,good
59.43,28.48,1009.45,51.395,31.68,31.68,31.68,31.68,good
59.45,28.47,1009.46,51.581,31.63,31.63,31.63,31.63,good
59.27,28.46,1009.45,51.644,31.65,31.65,31.65,31.65,good
59.48,28.45,1009.45,51.519,31.66,31.66,31.66,31.66,good
59.44,28.44,1009.45,51.457,31.67,31.67,31.67,31.67,good
59.39,28.42,1009.45,51.706,31.67,31.67,31.67,31.67,good
59.31,28.41,1009.45,51.675,31.66,31.66,31.66,31.66,good
59.18,28.4,1009.45,51.832,31.69,31.69,31.69,31.69,good
59.36,28.39,1009.45,51.99,31.72,31.72,31.72,31.72,good
59.39,28.38,1009.44,51.863,31.75,31.75,31.75,31.75,good
59.44,28.36,1009.43,51.895,31.87,31.87,31.87,31.87,good
59.32,28.35,1009.43,52.212,31.83,31.83,31.83,31.83,good
59.31,28.34,1009.42,52.244,31.9,31.9,31.9,31.9,good
59.35,28.33,1009.42,51.99,31.91,31.91,31.91,31.91,good
59.29,28.32,1009.42,52.021,31.94,31.94,31.94,31.94,good
59.57,28.31,1009.42,52.373,31.95,31.95,31.95,31.95,good
59.64,28.29,1009.42,52.341,31.95,31.95,31.95,31.95,good
59.74,28.28,1009.42,51.895,31.94,31.94,31.94,31.94,good
59.85,28.27,1009.42,52.053,31.9,31.9,31.9,31.9,good
59.92,28.26,1009.43,52.021,31.87,31.87,31.87,31.87,good
59.83,28.25,1009.43,51.99,31.89,31.89,31.89,31.89,good
59.73,28.24,1009.43,52.021,31.87,31.87,31.87,31.87,good
59.77,28.23,1009.43,52.117,31.87,31.87,31.87,31.87,good
59.85,28.23,1009.42,52.149,31.9,31.9,31.9,31.9,good
60.04,28.22,1009.43,51.99,31.89,31.89,31.89,31.89,good
60.1,28.22,1009.43,51.769,31.89,31.89,31.89,31.89,good
60,28.21,1009.42,52.085,31.93,31.93,31.93,31.93,good
60.01,28.21,1009.42,52.021,31.93,31.93,31.93,31.93,good
59.95,28.2,1009.42,52.021,31.91,31.91,31.91,31.91,good
59.94,28.2,1009.42,51.958,31.89,31.89,31.89,31.89,good
59.79,28.19,1009.42,52.341,31.92,31.92,31.92,31.92,good
59.63,28.19,1009.43,52.566,31.88,31.88,31.88,31.88,good
59.75,28.19,1009.42,52.085,31.92,31.92,31.92,31.92,good
59.76,28.18,1009.42,52.566,31.91,31.91,31.91,31.91,good
60.2,28.18,1009.42,52.405,31.93,31.93,31.93,31.93,good
60.35,28.17,1009.42,52.117,31.92,31.92,31.92,31.92,good
60.18,28.17,1009.42,52.149,31.94,31.94,31.94,31.94,good
60.19,28.17,1009.41,51.958,31.99,31.99,31.99,31.99,good
60.11,28.17,1009.41,52.085,32,32,32,32,good
60.3,28.17,1009.41,52.021,32.03,32.03,32.03,32.03,good
60.49,28.17,1009.41,51.958,32,32,32,32,good
60.64,28.17,1009.41,51.832,32.02,32.02,32.02,32.02,good
60.65,28.17,1009.41,51.706,32.03,32.03,32.03,32.03,good
60.52,28.17,1009.41,51.675,32.05,32.05,32.05,32.05,good
60.54,28.17,1009.4,51.738,32.07,32.07,32.07,32.07,good
60.5,28.17,1009.4,51.457,32.09,32.09,32.09,32.09,good
60.65,28.18,1009.4,51.863,32.09,32.09,32.09,32.09,good
60.76,28.19,1009.41,51.738,32.06,32.06,32.06,32.06,good
60.65,28.2,1009.41,51.644,32.04,32.04,32.04,32.04,good
60.75,28.21,1009.41,51.302,31.98,31.98,31.98,31.98,good
60.68,28.22,1009.42,51.302,31.92,31.92,31.92,31.92,good
60.72,28.24,1009.42,51.026,31.93,31.93,31.93,31.93,good
60.66,28.25,1009.41,51.488,31.99,31.99,31.99,31.99,good
60.59,28.27,1009.42,51.488,31.96,31.96,31.96,31.96,good
60.63,28.29,1009.41,51.087,31.99,31.99,31.99,31.99,good
60.48,28.31,1009.41,50.965,31.99,31.99,31.99,31.99,good
60.53,28.32,1009.41,51.026,32.05,32.05,32.05,32.05,good
60.68,28.34,1009.41,50.844,32.03,32.03,32.03,32.03,good
61.22,28.36,1009.41,50.483,32.06,32.06,32.06,32.06,good
61.27,28.39,1009.4,50.304,32.07,32.07,32.07,32.07,good
61,28.41,1009.41,50.423,32.06,32.06,32.06,32.06,good
60.88,28.44,1009.4,50.304,32.1,32.1,32.1,32.1,good
60.55,28.47,1009.4,50.423,32.07,32.07,32.07,32.07,good
60.55,28.49,1009.4,50.693,32.13,32.13,32.13,32.13,good
60.7,28.51,1009.39,49.98,32.17,32.17,32.17,32.17,poor
60.96,28.54,1009.4,50.127,32.12,32.12,32.12,32.12,poor
60.85,28.56,1009.4,50.127,32.12,32.12,32.12,32.12,poor
60.71,28.58,1009.4,50.097,32.14,32.14,32.14,32.14,poor
60.69,28.6,1009.38,50.009,32.25,32.25,32.25,32.25,poor
60.68,28.62,1009.38,49.892,32.24,32.24,32.24,32.24,poor
60.7,28.63,1009.38,49.863,32.27,32.27,32.27,32.27,poor
60.72,28.65,1009.38,49.718,32.31,32.31,32.31,32.31,poor
60.65,28.66,1009.37,49.834,32.33,32.33,32.33,32.33,poor
60.61,28.68,1009.37,49.401,32.38,32.38,32.38,32.38,poor
60.64,28.69,1009.37,49.689,32.32,32.32,32.32,32.32,poor
60.46,28.71,1009.37,49.602,32.37,32.37,32.37,32.37,poor
60.48,28.72,1009.37,49.747,32.38,32.38,32.38,32.38,poor
60.35,28.73,1009.37,49.747,32.34,32.34,32.34,32.34,poor
60.33,28.74,1009.38,49.516,32.3,32.3,32.3,32.3,poor
60.26,28.75,1009.38,49.718,32.24,32.24,32.24,32.24,poor
60.31,28.76,1009.39,49.373,32.21,32.21,32.21,32.21,poor
60.28,28.78,1009.38,49.401,32.25,32.25,32.25,32.25,poor
60.33,28.78,1009.38,49.174,32.25,32.25,32.25,32.25,poor
60.56,28.79,1009.38,49.032,32.28,32.28,32.28,32.28,poor
60.51,28.8,1009.38,49.032,32.3,32.3,32.3,32.3,poor
60.36,28.81,1009.37,49.004,32.38,32.38,32.38,32.38,poor
60.29,28.82,1009.35,48.864,32.48,32.48,32.48,32.48,poor
60.18,28.83,1009.35,48.836,32.55,32.55,32.55,32.55,poor
60.08,28.84,1009.35,49.287,32.52,32.52,32.52,32.52,poor
60.02,28.85,1009.35,49.145,32.53,32.53,32.53,32.53,poor
59.95,28.86,1009.35,49.174,32.52,32.52,32.52,32.52,poor
59.81,28.86,1009.35,49.174,32.56,32.56,32.56,32.56,poor
59.75,28.87,1009.34,49.23,32.61,32.61,32.61,32.61,poor
59.57,28.87,1009.33,49.401,32.65,32.65,32.65,32.65,poor
59.41,28.87,1009.33,49.516,32.68,32.68,32.68,32.68,poor
59.4,28.86,1009.33,49.459,32.69,32.69,32.69,32.69,poor
59.33,28.85,1009.32,49.834,32.8,32.8,32.8,32.8,poor
59.42,28.84,1009.31,50.009,32.88,32.88,32.88,32.88,poor
59.42,28.83,1009.3,50.068,32.91,32.91,32.91,32.91,poor
59.46,28.82,1009.31,50.068,32.86,32.86,32.86,32.86,poor
59.37,28.81,1009.31,50.304,32.89,32.89,32.89,32.89,poor
59.38,28.79,1009.29,50.453,33,33,33,33,poor
59.44,28.78,1009.29,50.127,33,33,33,33,poor
59.45,28.77,1009.29,50.097,33.06,33.06,33.06,33.06,poor
59.35,28.75,1009.28,50.363,33.12,33.12,33.12,33.12,poor
59.19,28.74,1009.27,50.542,33.18,33.18,33.18,33.18,poor
59.42,28.72,1009.27,50.304,33.2,33.2,33.2,33.2,poor
59.62,28.71,1009.27,50.245,33.15,33.15,33.15,33.15,poor
59.57,28.7,1009.28,50.423,33.13,33.13,33.13,33.13,poor
59.6,28.68,1009.28,50.602,33.11,33.11,33.11,33.11,poor
59.54,28.67,1009.28,50.393,33.14,33.14,33.14,33.14,poor
59.59,28.66,1009.27,50.783,33.16,33.16,33.16,33.16,poor
59.71,28.65,1009.27,50.542,33.2,33.2,33.2,33.2,poor
59.8,28.63,1009.27,50.304,33.17,33.17,33.17,33.17,poor
59.81,28.62,1009.27,50.572,33.2,33.2,33.2,33.2,poor
59.68,28.61,1009.27,50.423,33.21,33.21,33.21,33.21,poor
59.7,28.6,1009.27,50.723,33.21,33.21,33.21,33.21,poor
59.6,28.58,1009.27,50.783,33.19,33.19,33.19,33.19,poor
59.57,28.57,1009.27,50.753,33.17,33.17,33.17,33.17,poor
59.68,28.56,1009.28,50.753,33.1,33.1,33.1,33.1,poor
59.7,28.55,1009.28,50.753,33.12,33.12,33.12,33.12,poor
59.83,28.54,1009.28,50.965,33.11,33.11,33.11,33.11,poor
59.78,28.52,1009.27,50.753,33.18,33.18,33.18,33.18,poor
59.78,28.51,1009.27,50.844,33.18,33.18,33.18,33.18,poor
59.64,28.5,1009.27,50.813,33.19,33.19,33.19,33.19,poor
59.56,28.49,1009.27,51.057,33.22,33.22,33.22,33.22,good
59.76,28.48,1009.27,51.087,33.22,33.22,33.22,33.22,good
59.71,28.47,1009.27,51.21,33.22,33.22,33.22,33.22,good
59.93,28.47,1009.26,50.965,33.23,33.23,33.23,33.23,good
60.03,28.46,1009.26,51.302,33.26,33.26,33.26,33.26,good
59.95,28.45,1009.26,50.996,33.28,33.28,33.28,33.28,good
60.02,28.44,1009.26,51.026,33.25,33.25,33.25,33.25,good
59.98,28.43,1009.26,51.179,33.25,33.25,33.25,33.25,good
60.17,28.42,1009.26,51.026,33.3,33.3,33.3,33.3,good
60.13,28.41,1009.25,51.179,33.35,33.35,33.35,33.35,good
60.22,28.41,1009.26,51.057,33.25,33.25,33.25,33.25,good
60.17,28.4,1009.26,51.148,33.3,33.3,33.3,33.3,good
60.04,28.39,1009.25,51.271,33.34,33.34,33.34,33.34,good
60.13,28.38,1009.26,51.148,33.31,33.31,33.31,33.31,good
60.13,28.38,1009.26,51.271,33.31,33.31,33.31,33.31,good
60.26,28.37,1009.25,51.21,33.37,33.37,33.37,33.37,good
60.21,28.36,1009.25,51.179,33.35,33.35,33.35,33.35,good
60.23,28.36,1009.25,51.457,33.36,33.36,33.36,33.36,good
60.3,28.35,1009.24,51.457,33.4,33.4,33.4,33.4,good
60.25,28.34,1009.24,51.364,33.44,33.44,33.44,33.44,good
60.45,28.34,1009.24,51.271,33.47,33.47,33.47,33.47,good
60.36,28.33,1009.24,51.148,33.48,33.48,33.48,33.48,good
60.33,28.32,1009.24,51.148,33.47,33.47,33.47,33.47,good
60.32,28.32,1009.24,51.364,33.45,33.45,33.45,33.45,good
60.29,28.31,1009.24,51.24,33.47,33.47,33.47,33.47,good
60.5,28.31,1009.23,51.302,33.49,33.49,33.49,33.49,good
60.48,28.3,1009.24,51.118,33.41,33.41,33.41,33.41,good
60.54,28.3,1009.23,51.364,33.54,33.54,33.54,33.54,good
60.5,28.29,1009.23,51.057,33.54,33.54,33.54,33.54,good
60.43,28.29,1009.23,51.395,33.54,33.54,33.54,33.54,good
60.36,28.28,1009.22,51.457,33.58,33.58,33.58,33.58,good
60.25,28.27,1009.23,51.302,33.49,33.49,33.49,33.49,good
60.45,28.27,1009.23,51.271,33.54,33.54,33.54,33.54,good
60.41,28.26,1009.23,51.644,33.52,33.52,33.52,33.52,good
60.31,28.26,1009.22,51.395,33.58,33.58,33.58,33.58,good
60.18,28.25,1009.21,51.769,33.66,33.66,33.66,33.66,good
60.28,28.25,1009.22,51.675,33.6,33.6,33.6,33.6,good
60.61,28.25,1009.22,51.21,33.59,33.59,33.59,33.59,good
60.67,28.24,1009.22,51.8,33.63,33.63,33.63,33.63,good
60.69,28.24,1009.22,51.581,33.63,33.63,33.63,33.63,good
60.5,28.24,1009.22,51.55,33.6,33.6,33.6,33.6,good
60.35,28.23,1009.21,51.644,33.66,33.66,33.66,33.66,good
60.37,28.23,1009.22,51.644,33.63,33.63,33.63,33.63,good
60.31,28.22,1009.22,51.832,33.6,33.6,33.6,33.6,good
60.4,28.22,1009.22,51.832,33.62,33.62,33.62,33.62,good
60.35,28.21,1009.22,51.958,33.58,33.58,33.58,33.58,good
60.46,28.21,1009.23,51.863,33.55,33.55,33.55,33.55,good
60.49,28.2,1009.23,51.832,33.55,33.55,33.55,33.55,good
60.36,28.2,1009.22,51.769,33.6,33.6,33.6,33.6,good
60.55,28.2,1009.23,51.738,33.55,33.55,33.55,33.55,good
60.57,28.19,1009.23,51.581,33.54,33.54,33.54,33.54,good
60.61,28.19,1009.23,51.488,33.55,33.55,33.55,33.55,good
60.61,28.19,1009.22,51.581,33.61,33.61,33.61,33.61,good
60.7,28.19,1009.22,51.612,33.59,33.59,33.59,33.59,good
60.78,28.19,1009.21,51.364,33.67,33.67,33.67,33.67,good
60.75,28.18,1009.21,51.863,33.67,33.67,33.67,33.67,good
60.8,28.18,1009.21,51.675,33.65,33.65,33.65,33.65,good
60.78,28.18,1009.21,51.519,33.66,33.66,33.66,33.66,good
60.74,28.18,1009.22,51.364,33.65,33.65,33.65,33.65,good
60.72,28.18,1009.21,51.958,33.67,33.67,33.67,33.67,good
60.76,28.18,1009.21,51.706,33.7,33.7,33.7,33.7,good
60.77,28.18,1009.21,51.738,33.69,33.69,33.69,33.69,good
60.64,28.18,1009.21,51.426,33.69,33.69,33.69,33.69,good
60.72,28.18,1009.21,51.457,33.72,33.72,33.72,33.72,good
60.64,28.18,1009.2,51.8,33.74,33.74,33.74,33.74,good
60.61,28.18,1009.21,51.581,33.73,33.73,33.73,33.73,good
60.67,28.18,1009.21,51.895,33.72,33.72,33.72,33.72,good
60.54,28.18,1009.2,51.863,33.75,33.75,33.75,33.75,good
60.57,28.18,1009.21,51.644,33.69,33.69,33.69,33.69,good
60.55,28.18,1009.21,51.581,33.69,33.69,33.69,33.69,good
60.52,28.18,1009.21,51.488,33.71,33.71,33.71,33.71,good
60.63,28.18,1009.21,51.895,33.7,33.7,33.7,33.7,good
60.49,28.18,1009.2,51.612,33.75,33.75,33.75,33.75,good
60.55,28.17,1009.2,52.021,33.76,33.76,33.76,33.76,good
60.53,28.17,1009.2,51.581,33.74,33.74,33.74,33.74,good
60.6,28.17,1009.21,52.149,33.73,33.73,33.73,33.73,good
60.55,28.17,1009.2,51.832,33.77,33.77,33.77,33.77,good
60.45,28.16,1009.2,51.8,33.81,33.81,33.81,33.81,good
100,34.15,667.9,13.84,3380.16,3380.16,3380.16,3380.16,poor
57.59,25.66,1006.63,5.684,55.24,55.24,55.24,55.24,good
57.33,25.63,1006.64,5.684,55.22,55.22,55.22,55.22,good
57.56,25.65,1006.64,5.684,55.2,55.2,55.2,55.2,good
57.74,25.7,1006.64,5.684,55.19,55.19,55.19,55.19,good
57.9,25.76,1006.65,6.408,55.1,55.1,55.1,55.1,good
57.34,25.83,1006.65,7.436,55.08,55.08,55.08,55.08,good
56.89,25.9,1006.65,8.812,55.12,55.12,55.12,55.12,good
56.37,25.98,1006.65,9.984,55.1,55.1,55.1,55.1,good
55.85,26.05,1006.65,11.391,55.13,55.13,55.13,55.13,good
55.6,26.11,1006.65,13.005,55.08,55.08,55.08,55.08,good
55.37,26.17,1006.66,14.352,55.05,55.05,55.05,55.05,good
55.2,26.23,1006.65,15.751,55.06,55.06,55.06,55.06,good
55.32,26.28,1006.66,17.007,55.03,55.03,55.03,55.03,good
55.24,26.34,1006.66,18.244,55.04,55.04,55.04,55.04,good
55.62,26.4,1006.66,19.547,55.03,55.03,55.03,55.03,good
55.24,26.46,1006.66,20.785,54.97,54.97,54.97,54.97,good
54.76,26.52,1006.66,21.985,54.99,54.99,54.99,54.99,good
54.53,26.59,1006.67,23.594,54.94,54.94,54.94,54.94,good
54.13,26.66,1006.66,24.715,54.98,54.98,54.98,54.98,good
53.68,26.73,1006.66,26.026,54.99,54.99,54.99,54.99,good
53.34,26.81,1006.66,27.067,54.99,54.99,54.99,54.99,good
53.19,26.89,1006.67,28.082,54.94,54.94,54.94,54.94,good
53.06,26.97,1006.67,29.217,54.92,54.92,54.92,54.92,good
53.12,27.05,1006.67,30.061,54.93,54.93,54.93,54.93,good
52.8,27.13,1006.67,31.09,54.96,54.96,54.96,54.96,good
52.62,27.2,1006.66,31.809,54.98,54.98,54.98,54.98,good
52.72,27.28,1006.67,32.812,54.94,54.94,54.94,54.94,good
52.23,27.35,1006.66,33.746,54.98,54.98,54.98,54.98,good
51.76,27.43,1006.67,34.622,54.95,54.95,54.95,54.95,good
51.51,27.5,1006.67,35.605,54.89,54.89,54.89,54.89,good
51.29,27.57,1006.68,36.209,54.82,54.82,54.82,54.82,good
51.05,27.65,1006.68,36.962,54.87,54.87,54.87,54.87,good
50.85,27.71,1006.68,37.914,54.86,54.86,54.86,54.86,good
50.68,27.78,1006.68,38.635,54.81,54.81,54.81,54.81,good
50.54,27.85,1006.69,39.024,54.78,54.78,54.78,54.78,good
50.4,27.91,1006.69,39.937,54.75,54.75,54.75,54.75,good
50.24,27.97,1006.69,40.391,54.75,54.75,54.75,54.75,good
50.02,28.04,1006.7,41.131,54.71,54.71,54.71,54.71,good
49.83,28.1,1006.7,41.734,54.7,54.7,54.7,54.7,good
49.68,28.16,1006.7,42.567,54.7,54.7,54.7,54.7,good
49.47,28.22,1006.7,42.909,54.66,54.66,54.66,54.66,good
49.23,28.28,1006.71,43.611,54.56,54.56,54.56,54.56,good
49.02,28.34,1006.72,44.153,54.55,54.55,54.55,54.55,good
48.83,28.4,1006.73,44.661,54.45,54.45,54.45,54.45,good
48.66,28.46,1006.72,45.277,54.48,54.48,54.48,54.48,good
48.51,28.51,1006.72,45.665,54.5,54.5,54.5,54.5,poor
48.3,28.56,1006.71,46.36,54.58,54.58,54.58,54.58,poor
47.94,28.6,1006.7,46.46,54.64,54.64,54.64,54.64,poor
47.7,28.63,1006.7,48.311,54.68,54.68,54.68,54.68,poor
47.52,28.66,1006.7,48.892,54.65,54.65,54.65,54.65,poor
47.32,28.67,1006.69,49.631,54.72,54.72,54.72,54.72,poor
47.11,28.68,1006.7,50.068,54.71,54.71,54.71,54.71,poor
47.08,28.68,1006.69,50.753,54.75,54.75,54.75,54.75,poor
46.9,28.67,1006.69,51.271,54.76,54.76,54.76,54.76,poor
46.63,28.66,1006.69,52.341,54.74,54.74,54.74,54.74,poor
46.62,28.64,1006.7,52.631,54.7,54.7,54.7,54.7,poor
46.77,28.62,1006.71,53.024,54.62,54.62,54.62,54.62,poor
46.88,28.59,1006.7,53.691,54.69,54.69,54.69,54.69,poor
46.84,28.56,1006.7,53.725,54.69,54.69,54.69,54.69,poor
46.93,28.52,1006.7,54.479,54.65,54.65,54.65,54.65,poor
47.17,28.49,1006.71,55.113,54.6,54.6,54.6,54.6,good
47.37,28.45,1006.72,55.184,54.54,54.54,54.54,54.54,good
47.36,28.41,1006.72,55.688,54.49,54.49,54.49,54.49,good
47.44,28.37,1006.72,56.201,54.52,54.52,54.52,54.52,good
47.72,28.34,1006.73,56.128,54.45,54.45,54.45,54.45,good
47.88,28.3,1006.72,56.537,54.51,54.51,54.51,54.51,good
47.83,28.26,1006.72,56.876,54.53,54.53,54.53,54.53,good
47.94,28.23,1006.72,57.219,54.49,54.49,54.49,54.49,good
48.12,28.19,1006.72,57.528,54.51,54.51,54.51,54.51,good
48.35,28.16,1006.71,57.644,54.57,54.57,54.57,54.57,good
48.76,28.13,1006.71,58.036,54.59,54.59,54.59,54.59,good
48.89,28.1,1006.71,57.997,54.62,54.62,54.62,54.62,good
48.8,28.08,1006.7,58.434,54.68,54.68,54.68,54.68,good
48.67,28.06,1006.7,58.675,54.65,54.65,54.65,54.65,good
48.71,28.04,1006.7,59.081,54.7,54.7,54.7,54.7,good
48.89,28.03,1006.7,59.245,54.67,54.67,54.67,54.67,good
49.27,28.01,1006.71,59.327,54.61,54.61,54.61,54.61,good
49.07,28,1006.72,59.701,54.54,54.54,54.54,54.54,good
48.81,27.99,1006.71,60.079,54.59,54.59,54.59,54.59,good
48.81,27.98,1006.71,60.764,54.61,54.61,54.61,54.61,good
49.14,27.97,1006.71,60.591,54.56,54.56,54.56,54.56,good
48.97,27.96,1006.71,61.025,54.56,54.56,54.56,54.56,good
48.91,27.95,1006.71,61.025,54.59,54.59,54.59,54.59,good
49.23,27.94,1006.71,61.464,54.59,54.59,54.59,54.59,good
49.49,27.93,1006.7,60.85,54.64,54.64,54.64,54.64,good
49.55,27.93,1006.7,61.332,54.68,54.68,54.68,54.68,good
49.4,27.92,1006.7,61.508,54.64,54.64,54.64,54.64,good
49.34,27.92,1006.7,61.91,54.67,54.67,54.67,54.67,good
49.47,27.92,1006.71,62.045,54.63,54.63,54.63,54.63,good
